id,date,number
1785,"Saturday, April 18, 2009",7 28 44 43 15 20
1784,"Wednesday, April 15, 2009",59 22 26 16 27 5
1783,"Saturday, April 11, 2009",46 49 7 35 28 20
1782,"Wednesday, April 08, 2009",52 56 1 6 48 9
1781,"Saturday, April 04, 2009",21 57 58 14 50 7
1780,"Wednesday, April 01, 2009",2 33 41 54 9 14
1779,"Saturday, March 28, 2009",48 2 16 41 3 19
1778,"Wednesday, March 25, 2009",23 47 10 20 54 26
1777,"Saturday, March 21, 2009",49 27 23 52 19 21
1776,"Saturday, March 21, 2009",49 27 23 52 19 21
1775,"Wednesday, March 18, 2009",16 29 26 45 41 1
1774,"Saturday, March 14, 2009",7 44 33 30 51 10
1773,"Wednesday, March 11, 2009",13 7 47 3 34 30
1772,"Saturday, March 07, 2009",59 27 56 28 21 21
1771,"Saturday, March 07, 2009",59 27 56 28 21 21
1770,"Wednesday, March 04, 2009",6 1 44 55 49 36
1769,"Saturday, February 28, 2009",3 58 16 20 42 7
1768,"Wednesday, February 25, 2009",32 49 42 56 17 11
1767,"Saturday, February 21, 2009",31 46 13 45 41 21
1766,"Wednesday, February 18, 2009",44 15 56 39 2 15
1765,"Saturday, February 14, 2009",2 8 9 33 45 5
1764,"Wednesday, February 11, 2009",5 22 45 49 10 37
1763,"Saturday, February 07, 2009",18 53 5 28 20 27
1762,"Wednesday, February 04, 2009",24 44 30 32 7 18
1761,"Saturday, January 31, 2009",33 26 14 41 1 37
1760,"Wednesday, January 28, 2009",10 32 18 5 23 4
1759,"Saturday, January 24, 2009",6 37 42 20 25 25
1758,"Wednesday, January 21, 2009",26 20 54 46 38 23
1757,"Saturday, January 17, 2009",9 5 59 23 2 26
1756,"Wednesday, January 14, 2009",46 34 25 8 39 34
1755,"Saturday, January 10, 2009",8 56 10 18 43 9
1754,"Wednesday, January 07, 2009",23 31 33 38 52 24
1753,"Saturday, January 03, 2009",38 22 55 24 17 24
1752,"Wednesday, December 31, 2008",11 53 8 7 17 36
1751,"Saturday, December 27, 2008",12 43 15 31 26 10
1750,"Wednesday, December 24, 2008",17 2 32 22 41 8
1749,"Saturday, December 20, 2008",3 19 32 54 14 24
1748,"Wednesday, December 17, 2008",11 7 30 24 18 26
1747,"Saturday, December 13, 2008",40 14 28 26 31 13
1746,"Wednesday, December 10, 2008",37 6 41 24 15 37
1745,"Saturday, December 06, 2008",53 9 39 43 35 10
1744,"Wednesday, December 03, 2008",17 21 25 16 55 3
1743,"Saturday, November 29, 2008",5 55 33 39 36 21
1742,"Wednesday, November 26, 2008",11 31 52 26 34 14
1741,"Saturday, November 22, 2008",19 32 26 45 17 14
1740,"Wednesday, November 19, 2008",8 45 13 39 38 31
1739,"Saturday, November 15, 2008",7 44 8 12 3 37
1738,"Wednesday, November 12, 2008",18 45 25 1 29 2
1737,"Saturday, November 08, 2008",40 36 4 21 2 41
1736,"Wednesday, November 05, 2008",18 33 36 4 8 32
1735,"Saturday, November 01, 2008",40 4 41 6 26 15
1734,"Wednesday, October 29, 2008",37 50 20 30 52 33
1733,"Saturday, October 25, 2008",1 3 14 38 48 2
1732,"Wednesday, October 22, 2008",17 52 10 33 51 5
1731,"Saturday, October 18, 2008",40 10 14 32 49 15
1730,"Wednesday, October 15, 2008",3 13 38 32 48 13
1729,"Saturday, October 11, 2008",39 3 17 47 7 9
1728,"Wednesday, October 08, 2008",48 12 54 17 2 2
1727,"Saturday, October 04, 2008",39 4 32 1 26 18
1726,"Wednesday, October 01, 2008",43 39 8 9 55 26
1725,"Saturday, September 27, 2008",40 24 13 29 52 29
1724,"Wednesday, September 24, 2008",32 36 13 21 5 33
1723,"Saturday, September 20, 2008",47 30 40 28 6 24
1722,"Wednesday, September 17, 2008",12 26 32 23 44 20
1721,"Saturday, September 13, 2008",29 17 7 51 43 38
1720,"Saturday, September 13, 2008",29 17 7 51 43 38
1719,"Wednesday, September 10, 2008",37 28 15 53 14 18
1718,"Saturday, September 06, 2008",26 54 49 25 17 11
1717,"Wednesday, September 03, 2008",49 38 40 46 50 34
1716,"Saturday, August 30, 2008",14 32 47 2 15 36
1715,"Wednesday, August 27, 2008",13 49 31 48 36 11
1714,"Saturday, August 23, 2008",47 33 18 48 24 23
1713,"Wednesday, August 20, 2008",15 24 47 35 16 26
1712,"Saturday, August 16, 2008",5 43 34 52 40 20
1711,"Wednesday, August 13, 2008",31 10 5 23 19 26
1710,"Saturday, August 09, 2008",53 40 32 49 43 21
1709,"Wednesday, August 06, 2008",24 37 5 36 51 19
1708,"Saturday, August 02, 2008",5 28 33 2 54 30
1707,"Wednesday, July 30, 2008",25 55 3 51 45 13
1706,"Saturday, July 26, 2008",51 55 21 12 13 18
1705,"Wednesday, July 23, 2008",52 11 14 35 41 2
1704,"Saturday, July 19, 2008",55 46 53 6 28 2
1703,"Wednesday, July 16, 2008",3 23 15 42 29 17
1702,"Saturday, July 12, 2008",20 50 12 2 22 17
1701,"Wednesday, July 09, 2008",5 31 7 49 53 14
1700,"Saturday, July 05, 2008",24 47 34 1 48 18
1699,"Wednesday, July 02, 2008",46 33 52 48 4 17
1698,"Saturday, June 28, 2008",26 32 14 34 44 6
1697,"Wednesday, June 25, 2008",53 45 14 21 25 9
1696,"Saturday, June 21, 2008",8 7 50 31 9 31
1695,"Wednesday, June 18, 2008",52 9 31 39 12 32
1694,"Saturday, June 14, 2008",50 31 9 20 11 14
1693,"Wednesday, June 11, 2008",7 49 18 28 21 1
1692,"Saturday, June 07, 2008",26 44 34 12 48 9
1691,"Wednesday, June 04, 2008",18 5 52 40 20 3
1690,"Saturday, May 31, 2008",9 17 3 14 25 8
1689,"Wednesday, May 28, 2008",18 45 22 10 37 9
1688,"Saturday, May 24, 2008",40 33 51 52 41 6
1687,"Wednesday, May 21, 2008",21 33 42 7 16 25
1686,"Saturday, May 17, 2008",12 21 14 15 43 30
1685,"Wednesday, May 14, 2008",46 29 21 32 19 32
1684,"Saturday, May 10, 2008",30 7 18 45 41 6
1683,"Wednesday, May 07, 2008",42 26 25 28 9 26
1682,"Saturday, May 03, 2008",28 2 36 46 42 40
1681,"Wednesday, April 30, 2008",25 51 43 17 1 38
1680,"Saturday, April 26, 2008",27 45 7 12 17 24
1679,"Wednesday, April 23, 2008",22 39 21 20 11 1
1678,"Saturday, April 19, 2008",24 13 19 39 33 8
1677,"Wednesday, April 16, 2008",21 18 11 16 51 16
1676,"Saturday, April 12, 2008",52 11 55 48 29 36
1675,"Wednesday, April 09, 2008",46 13 32 3 19 18
1674,"Saturday, April 05, 2008",30 47 27 12 37 26
1673,"Wednesday, April 02, 2008",37 1 55 44 34 33
1672,"Saturday, March 29, 2008",18 36 31 25 20 7
1671,"Wednesday, March 26, 2008",20 37 49 9 12 17
1670,"Saturday, March 22, 2008",48 46 28 25 7 19
1669,"Wednesday, March 19, 2008",29 6 8 49 41 42
1668,"Saturday, March 15, 2008",6 42 43 47 22 16
1667,"Wednesday, March 12, 2008",30 12 34 19 36 8
1666,"Saturday, March 08, 2008",29 49 17 34 31 16
1665,"Wednesday, March 05, 2008",10 15 23 16 31 5
1664,"Saturday, March 01, 2008",31 21 19 2 55 19
1663,"Wednesday, February 27, 2008",37 48 53 20 24 11
1662,"Saturday, February 23, 2008",23 29 8 13 47 32
1661,"Wednesday, February 20, 2008",20 9 36 22 12 31
1660,"Saturday, February 16, 2008",3 49 4 20 8 18
1659,"Wednesday, February 13, 2008",32 13 38 51 19 30
1658,"Saturday, February 09, 2008",24 4 23 43 30 28
1657,"Wednesday, February 06, 2008",3 43 5 42 12 5
1656,"Saturday, February 02, 2008",14 44 25 26 16 30
1655,"Wednesday, January 30, 2008",55 2 17 41 54 17
1654,"Saturday, January 26, 2008",39 53 35 11 54 24
1653,"Wednesday, January 23, 2008",48 47 35 4 16 39
1652,"Saturday, January 19, 2008",28 20 23 25 27 2
1651,"Wednesday, January 16, 2008",9 18 47 38 19 11
1650,"Saturday, January 12, 2008",47 53 43 23 39 14
1649,"Wednesday, January 09, 2008",2 20 13 23 21 24
1648,"Saturday, January 05, 2008",33 11 16 4 40 9
1647,"Wednesday, January 02, 2008",31 34 48 11 2 5
1646,"Saturday, December 29, 2007",8 12 49 17 35 18
1645,"Wednesday, December 26, 2007",55 32 8 54 41 20
1644,"Saturday, December 22, 2007",34 10 38 5 11 21
1643,"Wednesday, December 19, 2007",22 15 42 18 23 37
1642,"Saturday, December 15, 2007",47 22 37 48 50 17
1641,"Wednesday, December 12, 2007",7 40 55 33 14 15
1640,"Saturday, December 08, 2007",31 8 29 25 4 41
1639,"Wednesday, December 05, 2007",8 55 21 15 1 41
1638,"Saturday, December 01, 2007",41 32 39 55 7 13
1637,"Wednesday, November 28, 2007",23 39 8 32 37 38
1636,"Saturday, November 24, 2007",7 1 23 35 13 19
1635,"Wednesday, November 21, 2007",13 11 20 3 40 20
1634,"Saturday, November 17, 2007",53 52 49 27 17 23
1633,"Wednesday, November 14, 2007",16 30 20 18 48 6
1632,"Saturday, November 10, 2007",6 26 30 24 22 12
1631,"Wednesday, November 07, 2007",46 22 35 52 29 2
1630,"Saturday, November 03, 2007",1 38 40 53 31 42
1629,"Wednesday, October 31, 2007",29 18 6 37 16 24
1628,"Saturday, October 27, 2007",13 25 30 40 43 12
1627,"Wednesday, October 24, 2007",10 52 11 49 18 2
1626,"Saturday, October 20, 2007",40 10 11 37 54 10
1625,"Wednesday, October 17, 2007",46 15 42 19 14 37
1624,"Saturday, October 13, 2007",21 34 36 30 49 42
1623,"Wednesday, October 10, 2007",31 54 33 16 12 5
1622,"Saturday, October 06, 2007",33 32 51 8 30 2
1621,"Wednesday, October 03, 2007",2 4 15 28 14 23
1620,"Saturday, September 29, 2007",38 55 33 31 49 39
1619,"Wednesday, September 26, 2007",27 54 25 31 44 8
1618,"Saturday, September 22, 2007",4 9 18 55 43 3
1617,"Wednesday, September 19, 2007",26 25 20 46 45 15
1616,"Saturday, September 15, 2007",51 48 16 13 27 21
1615,"Wednesday, September 12, 2007",47 5 24 26 33 1
1614,"Saturday, September 08, 2007",12 30 7 48 28 40
1613,"Wednesday, September 05, 2007",48 30 21 20 11 18
1612,"Saturday, September 01, 2007",19 39 23 37 12 13
1611,"Wednesday, August 29, 2007",33 47 13 16 44 29
1610,"Saturday, August 25, 2007",23 29 35 8 2 19
1609,"Wednesday, August 22, 2007",12 37 48 40 50 37
1608,"Saturday, August 18, 2007",15 12 31 28 50 12
1607,"Saturday, August 18, 2007",12 15 28 31 50 12
1606,"Saturday, August 18, 2007",15 12 31 28 50 12
1605,"Wednesday, August 15, 2007",19 51 24 22 38 9
1604,"Saturday, August 11, 2007",37 1 11 10 40 20
1603,"Wednesday, August 08, 2007",52 21 9 16 30 9
1602,"Saturday, August 04, 2007",27 24 2 36 23 3
1601,"Wednesday, August 01, 2007",16 52 9 23 51 12
1600,"Saturday, July 28, 2007",19 24 47 27 15 11
1599,"Wednesday, July 25, 2007",28 35 47 40 53 30
1598,"Saturday, July 21, 2007",46 39 30 14 43 14
1597,"Wednesday, July 18, 2007",9 42 14 40 3 3
1596,"Saturday, July 14, 2007",1 36 30 34 21 37
1595,"Wednesday, July 11, 2007",43 42 20 29 8 35
1594,"Saturday, July 07, 2007",47 21 41 15 27 20
1593,"Wednesday, July 04, 2007",17 49 15 1 2 35
1592,"Saturday, June 30, 2007",38 39 47 24 46 26
1591,"Wednesday, June 27, 2007",9 13 11 24 43 18
1590,"Saturday, June 23, 2007",27 43 14 15 53 28
1589,"Wednesday, June 20, 2007",23 31 32 37 55 35
1588,"Wednesday, June 20, 2007",32 31 55 37 23 35
1587,"Saturday, June 16, 2007",8 47 4 51 32 27
1586,"Wednesday, June 13, 2007",47 28 13 30 10 26
1585,"Saturday, June 09, 2007",10 7 32 25 41 22
1584,"Wednesday, June 06, 2007",45 14 48 5 9 28
1583,"Saturday, June 02, 2007",2 36 22 32 47 36
1582,"Wednesday, May 30, 2007",55 7 54 23 35 28
1581,"Saturday, May 26, 2007",21 5 46 1 51 29
1580,"Wednesday, May 23, 2007",38 24 3 11 36 6
1579,"Saturday, May 19, 2007",26 19 45 21 3 2
1578,"Wednesday, May 16, 2007",42 7 16 6 34 23
1577,"Saturday, May 12, 2007",30 51 53 44 46 25
1576,"Wednesday, May 09, 2007",44 2 52 30 13 40
1575,"Saturday, May 05, 2007",29 21 13 40 50 6
1574,"Wednesday, May 02, 2007",40 1 8 47 35 9
1573,"Saturday, April 28, 2007",16 43 46 49 22 10
1572,"Wednesday, April 25, 2007",14 12 13 17 53 11
1571,"Saturday, April 21, 2007",45 26 28 22 33 17
1570,"Wednesday, April 18, 2007",13 10 24 12 6 19
1569,"Saturday, April 14, 2007",12 49 21 36 38 18
1568,"Wednesday, April 11, 2007",42 51 6 38 15 18
1567,"Saturday, April 07, 2007",28 55 54 2 31 23
1566,"Wednesday, April 04, 2007",39 19 53 30 40 16
1565,"Saturday, March 31, 2007",36 5 2 16 40 36
1564,"Wednesday, March 28, 2007",47 6 35 20 37 1
1563,"Saturday, March 24, 2007",53 38 40 10 48 3
1562,"Wednesday, March 21, 2007",53 38 24 54 16 5
1561,"Saturday, March 17, 2007",17 47 44 7 54 3
1560,"Wednesday, March 14, 2007",44 4 27 30 39 18
1559,"Saturday, March 10, 2007",42 18 43 34 14 32
1558,"Wednesday, March 07, 2007",18 16 46 19 13 36
1557,"Saturday, March 03, 2007",16 22 5 1 48 6
1556,"Wednesday, February 28, 2007",41 20 13 42 53 2
1555,"Saturday, February 24, 2007",42 55 38 54 36 24
1554,"Wednesday, February 21, 2007",8 2 29 22 37 3
1553,"Saturday, February 17, 2007",35 1 15 37 45 32
1552,"Wednesday, February 14, 2007",3 30 26 54 55 15
1551,"Saturday, February 10, 2007",41 11 16 42 2 16
1550,"Wednesday, February 07, 2007",22 4 28 37 52 10
1549,"Saturday, February 03, 2007",13 20 33 42 12 37
1548,"Wednesday, January 31, 2007",48 42 2 25 15 14
1547,"Saturday, January 27, 2007",10 26 19 32 27 14
1546,"Wednesday, January 24, 2007",53 29 9 42 19 17
1545,"Saturday, January 20, 2007",1 38 5 26 32 30
1544,"Wednesday, January 17, 2007",52 35 16 49 50 31
1543,"Saturday, January 13, 2007",21 1 26 23 25 4
1542,"Wednesday, January 10, 2007",45 54 42 53 36 36
1541,"Saturday, January 06, 2007",24 40 1 50 49 38
1540,"Wednesday, January 03, 2007",12 55 24 35 10 31
1539,"Saturday, December 30, 2006",31 28 23 9 36 26
1538,"Wednesday, December 27, 2006",14 29 16 27 41 29
1537,"Saturday, December 23, 2006",27 43 53 8 52 5
1536,"Wednesday, December 20, 2006",6 26 14 1 34 34
1535,"Saturday, December 16, 2006",28 17 36 5 51 5
1534,"Wednesday, December 13, 2006",33 32 19 54 42 15
1533,"Saturday, December 09, 2006",52 22 19 34 30 40
1532,"Wednesday, December 06, 2006",38 36 35 7 34 14
1531,"Saturday, December 02, 2006",42 34 50 45 17 11
1530,"Wednesday, November 29, 2006",2 9 12 8 19 25
1529,"Saturday, November 25, 2006",55 49 28 5 18 38
1528,"Saturday, November 25, 2006",55 49 28 5 18 38
1527,"Saturday, November 25, 2006",55 49 28 5 18 38
1526,"Wednesday, November 22, 2006",22 49 32 36 55 8
1525,"Saturday, November 18, 2006",42 36 19 1 8 20
1524,"Wednesday, November 15, 2006",11 28 43 30 34 29
1523,"Saturday, November 11, 2006",40 49 38 35 55 41
1522,"Wednesday, November 08, 2006",12 53 8 11 26 4
1521,"Saturday, November 04, 2006",44 13 34 12 39 5
1520,"Wednesday, November 01, 2006",46 54 13 7 8 35
1519,"Saturday, October 28, 2006",38 22 41 30 14 12
1518,"Wednesday, October 25, 2006",16 40 43 48 42 1
1517,"Saturday, October 21, 2006",45 55 29 9 31 7
1516,"Wednesday, October 18, 2006",41 2 24 34 48 24
1515,"Saturday, October 14, 2006",26 15 1 17 40 19
1514,"Wednesday, October 11, 2006",38 10 35 5 12 9
1513,"Saturday, October 07, 2006",4 31 45 3 8 12
1512,"Wednesday, October 04, 2006",39 27 7 3 40 8
1511,"Saturday, September 30, 2006",30 32 15 39 6 5
1510,"Wednesday, September 27, 2006",49 23 33 35 28 16
1509,"Saturday, September 23, 2006",21 45 26 13 50 20
1508,"Wednesday, September 20, 2006",54 8 7 29 17 26
1507,"Saturday, September 16, 2006",26 42 27 7 8 12
1506,"Wednesday, September 13, 2006",15 47 19 45 26 3
1505,"Saturday, September 09, 2006",20 47 3 22 19 2
1504,"Wednesday, September 06, 2006",27 35 21 55 2 1
1503,"Saturday, September 02, 2006",24 28 3 49 8 25
1502,"Wednesday, August 30, 2006",35 3 19 43 33 1
1501,"Saturday, August 26, 2006",26 24 42 38 46 16
1500,"Wednesday, August 23, 2006",17 8 51 24 38 31
1499,"Saturday, August 19, 2006",12 51 29 22 26 9
1498,"Wednesday, August 16, 2006",22 2 13 50 48 2
1497,"Saturday, August 12, 2006",14 54 27 18 13 32
1496,"Wednesday, August 09, 2006",52 19 43 41 16 35
1495,"Saturday, August 05, 2006",48 50 3 9 2 23
1494,"Wednesday, August 02, 2006",24 19 10 16 13 15
1493,"Saturday, July 29, 2006",14 39 55 19 26 29
1492,"Wednesday, July 26, 2006",10 5 24 17 43 31
1491,"Saturday, July 22, 2006",40 47 14 55 54 6
1490,"Saturday, July 22, 2006",40 47 14 55 54 6
1489,"Wednesday, July 19, 2006",44 50 2 38 32 21
1488,"Saturday, July 15, 2006",36 20 47 50 35 5
1487,"Wednesday, July 12, 2006",31 33 30 18 19 15
1486,"Saturday, July 08, 2006",50 44 49 32 37 13
1485,"Wednesday, July 05, 2006",26 52 39 41 53 20
1484,"Saturday, July 01, 2006",40 35 42 2 31 34
1483,"Wednesday, June 28, 2006",45 51 8 16 2 32
1482,"Saturday, June 24, 2006",39 8 47 11 30 23
1481,"Wednesday, June 21, 2006",11 19 22 43 45 34
1480,"Saturday, June 17, 2006",39 48 20 22 10 25
1479,"Wednesday, June 14, 2006",4 40 14 48 15 12
1478,"Saturday, June 10, 2006",36 54 24 26 16 11
1477,"Wednesday, June 07, 2006",20 10 4 26 40 8
1476,"Saturday, June 03, 2006",20 5 18 50 6 35
1475,"Wednesday, May 31, 2006",49 22 20 43 10 3
1474,"Saturday, May 27, 2006",41 6 27 23 47 19
1473,"Wednesday, May 24, 2006",3 12 47 51 2 10
1472,"Saturday, May 20, 2006",23 2 9 44 45 38
1471,"Wednesday, May 17, 2006",15 26 24 35 17 38
1470,"Saturday, May 13, 2006",30 54 19 47 28 13
1469,"Saturday, May 13, 2006",30 54 19 47 28 13
1468,"Wednesday, May 10, 2006",4 3 11 44 37 24
1467,"Saturday, May 06, 2006",38 12 32 23 25 27
1466,"Wednesday, May 03, 2006",38 19 6 42 4 37
1465,"Saturday, April 29, 2006",19 40 35 30 41 14
1464,"Wednesday, April 26, 2006",55 26 48 24 12 14
1463,"Saturday, April 22, 2006",4 6 27 5 18 24
1462,"Wednesday, April 19, 2006",32 53 34 5 28 10
1461,"Saturday, April 15, 2006",46 23 13 28 18 33
1460,"Wednesday, April 12, 2006",34 41 26 35 16 24
1459,"Saturday, April 08, 2006",35 4 43 44 23 35
1458,"Wednesday, April 05, 2006",29 39 9 24 3 42
1457,"Saturday, April 01, 2006",55 10 50 1 23 29
1456,"Wednesday, March 29, 2006",24 28 54 2 14 13
1455,"Saturday, March 25, 2006",20 37 34 45 39 32
1454,"Wednesday, March 22, 2006",45 38 23 22 18 31
1453,"Saturday, March 18, 2006",25 1 36 42 34 19
1452,"Wednesday, March 15, 2006",36 48 54 7 12 37
1451,"Saturday, March 11, 2006",54 37 35 52 16 33
1450,"Wednesday, March 08, 2006",5 7 21 1 43 20
1449,"Saturday, March 04, 2006",13 52 22 55 27 26
1448,"Wednesday, March 01, 2006",25 10 35 41 38 23
1447,"Saturday, February 25, 2006",51 3 48 46 37 22
1446,"Wednesday, February 22, 2006",47 53 23 55 9 39
1445,"Saturday, February 18, 2006",44 48 15 43 17 29
1444,"Wednesday, February 15, 2006",39 35 3 13 40 37
1443,"Saturday, February 11, 2006",38 7 51 40 52 14
1442,"Wednesday, February 08, 2006",48 32 25 14 54 10
1441,"Saturday, February 04, 2006",38 30 4 13 12 30
1440,"Wednesday, February 01, 2006",13 30 55 11 35 37
1439,"Saturday, January 28, 2006",26 15 28 36 14 36
1438,"Wednesday, January 25, 2006",52 37 50 43 10 14
1437,"Saturday, January 21, 2006",54 18 3 39 43 41
1436,"Wednesday, January 18, 2006",53 38 15 29 52 7
1435,"Saturday, January 14, 2006",49 14 6 46 40 17
1434,"Wednesday, January 11, 2006",18 14 3 17 6 14
1433,"Saturday, January 07, 2006",2 21 43 32 16 6
1432,"Wednesday, January 04, 2006",23 10 48 54 42 3
1431,"Saturday, December 31, 2005",43 4 46 30 37 42
1430,"Wednesday, December 28, 2005",12 46 15 54 30 1
1429,"Saturday, December 24, 2005",4 10 34 50 33 14
1428,"Wednesday, December 21, 2005",23 43 12 16 9 37
1427,"Saturday, December 17, 2005",24 44 53 36 46 18
1426,"Wednesday, December 14, 2005",45 15 8 16 51 11
1425,"Saturday, December 10, 2005",45 34 42 3 21 39
1424,"Wednesday, December 07, 2005",45 30 54 41 19 14
1423,"Saturday, December 03, 2005",2 26 42 15 37 36
1422,"Wednesday, November 30, 2005",42 23 19 27 52 1
1421,"Saturday, November 26, 2005",34 28 53 37 45 32
1420,"Saturday, November 26, 2005",34 28 53 37 45 32
1419,"Wednesday, November 23, 2005",24 25 9 27 12 33
1418,"Saturday, November 19, 2005",15 54 20 41 8 22
1417,"Wednesday, November 16, 2005",5 20 44 21 18 27
1416,"Saturday, November 12, 2005",48 41 17 55 37 39
1415,"Wednesday, November 09, 2005",5 49 14 13 31 30
1414,"Saturday, November 05, 2005",37 25 50 29 7 17
1413,"Wednesday, November 02, 2005",41 14 6 11 27 38
1412,"Saturday, October 29, 2005",41 50 22 19 14 21
1411,"Wednesday, October 26, 2005",43 39 2 42 10 23
1410,"Saturday, October 22, 2005",36 6 53 51 7 17
1409,"Wednesday, October 19, 2005",49 21 44 7 43 29
1408,"Saturday, October 15, 2005",34 1 7 8 45 15
1407,"Wednesday, October 12, 2005",54 51 9 18 4 10
1406,"Saturday, October 08, 2005",26 31 35 50 46 28
1405,"Wednesday, October 05, 2005",25 30 45 2 15 17
1404,"Saturday, October 01, 2005",18 54 38 8 45 23
1403,"Wednesday, September 28, 2005",7 22 27 48 50 17
1402,"Saturday, September 24, 2005",2 10 43 55 31 14
1401,"Wednesday, September 21, 2005",35 28 34 3 50 8
1400,"Saturday, September 17, 2005",49 52 5 9 27 6
1399,"Wednesday, September 14, 2005",24 50 21 42 49 1
1398,"Saturday, September 10, 2005",10 11 8 48 50 16
1397,"Wednesday, September 07, 2005",32 50 12 40 54 37
1396,"Saturday, September 03, 2005",30 3 31 1 43 36
1395,"Wednesday, August 31, 2005",17 19 13 50 41 13
1394,"Saturday, August 27, 2005",8 39 31 44 22 11
1393,"Wednesday, August 24, 2005",35 9 26 11 51 32
1392,"Saturday, August 20, 2005",27 13 28 29 49 36
1391,"Wednesday, August 17, 2005",8 43 53 30 3 15
1390,"Saturday, August 13, 2005",2 37 43 18 1 37
1389,"Wednesday, August 10, 2005",31 13 49 38 36 2
1388,"Saturday, August 06, 2005",9 1 19 36 53 33
1387,"Wednesday, August 03, 2005",39 5 24 19 28 24
1386,"Saturday, July 30, 2005",14 38 35 8 46 24
1385,"Wednesday, July 27, 2005",4 13 10 29 1 3
1384,"Saturday, July 23, 2005",28 13 20 32 16 36
1383,"Wednesday, July 20, 2005",51 7 32 39 6 31
1382,"Saturday, July 16, 2005",50 33 32 41 8 22
1381,"Wednesday, July 13, 2005",5 23 43 4 13 34
1380,"Saturday, July 09, 2005",53 39 8 9 47 4
1379,"Wednesday, July 06, 2005",12 25 48 2 30 38
1378,"Saturday, July 02, 2005",29 9 10 52 39 20
1377,"Wednesday, June 29, 2005",42 8 49 22 3 39
1376,"Saturday, June 25, 2005",28 32 40 7 31 14
1375,"Wednesday, June 22, 2005",13 51 42 23 9 15
1374,"Saturday, June 18, 2005",10 5 24 16 8 5
1373,"Wednesday, June 15, 2005",39 20 22 14 44 14
1372,"Saturday, June 11, 2005",3 46 10 24 14 37
1371,"Wednesday, June 08, 2005",36 10 43 40 42 42
1370,"Saturday, June 04, 2005",16 44 7 38 48 18
1369,"Wednesday, June 01, 2005",34 50 39 42 15 12
1368,"Saturday, May 28, 2005",39 24 5 28 7 36
1367,"Wednesday, May 25, 2005",29 46 27 31 42 33
1366,"Saturday, May 21, 2005",7 30 5 10 2 23
1365,"Wednesday, May 18, 2005",17 7 20 13 35 35
1364,"Saturday, May 14, 2005",49 21 29 38 52 42
1363,"Wednesday, May 11, 2005",46 49 5 48 25 6
1362,"Saturday, May 07, 2005",47 44 23 21 39 19
1361,"Wednesday, May 04, 2005",27 33 40 10 21 2
1360,"Saturday, April 30, 2005",8 48 32 15 17 24
1359,"Wednesday, April 27, 2005",42 11 32 13 18 4
1358,"Saturday, April 23, 2005",15 8 50 9 13 9
1357,"Wednesday, April 20, 2005",7 16 33 34 46 27
1356,"Saturday, April 16, 2005",11 44 38 51 45 41
1355,"Wednesday, April 13, 2005",37 51 6 13 52 25
1354,"Saturday, April 09, 2005",46 11 1 35 53 29
1353,"Wednesday, April 06, 2005",5 14 11 51 22 17
1352,"Saturday, April 02, 2005",11 9 5 17 46 39
1351,"Wednesday, March 30, 2005",28 39 22 32 33 42
1350,"Saturday, March 26, 2005",35 12 9 51 41 36
1349,"Wednesday, March 23, 2005",29 23 40 45 37 38
1348,"Saturday, March 19, 2005",41 1 21 32 28 9
1347,"Wednesday, March 16, 2005",19 38 11 25 50 35
1346,"Saturday, March 12, 2005",40 23 52 46 7 41
1345,"Wednesday, March 09, 2005",20 17 10 23 45 31
1344,"Saturday, March 05, 2005",40 9 27 53 13 28
1343,"Wednesday, March 02, 2005",48 18 46 3 10 8
1342,"Saturday, February 26, 2005",33 22 49 30 8 6
1341,"Wednesday, February 23, 2005",4 48 15 10 51 13
1340,"Saturday, February 19, 2005",12 15 18 52 27 36
1339,"Wednesday, February 16, 2005",48 21 41 27 25 25
1338,"Saturday, February 12, 2005",50 21 28 18 49 16
1337,"Wednesday, February 09, 2005",10 15 9 18 29 9
1336,"Saturday, February 05, 2005",44 11 34 47 37 23
1335,"Wednesday, February 02, 2005",16 44 40 10 11 2
1334,"Saturday, January 29, 2005",41 29 20 16 11 12
1333,"Wednesday, January 26, 2005",5 32 48 47 43 33
1332,"Saturday, January 22, 2005",33 32 34 11 23 38
1331,"Wednesday, January 19, 2005",49 32 9 18 33 27
1330,"Saturday, January 15, 2005",37 49 21 51 26 25
1329,"Wednesday, January 12, 2005",50 21 27 38 23 38
1328,"Saturday, January 08, 2005",11 22 24 9 43 2
1327,"Wednesday, January 05, 2005",10 7 37 4 30 37
1326,"Saturday, January 01, 2005",47 22 23 26 44 12
1325,"Wednesday, December 29, 2004",44 33 29 38 24 7
1324,"Saturday, December 25, 2004",39 29 32 53 45 16
1323,"Wednesday, December 22, 2004",7 11 31 24 2 18
1322,"Saturday, December 18, 2004",30 1 29 25 45 12
1321,"Wednesday, December 15, 2004",38 1 53 11 6 11
1320,"Saturday, December 11, 2004",16 53 41 7 6 23
1319,"Wednesday, December 08, 2004",17 13 50 35 45 2
1318,"Saturday, December 04, 2004",30 9 22 6 16 4
1317,"Wednesday, December 01, 2004",44 28 36 38 3 1
1316,"Saturday, November 27, 2004",16 35 47 36 28 31
1315,"Wednesday, November 24, 2004",47 49 53 3 19 4
1314,"Saturday, November 20, 2004",45 50 48 4 29 1
1313,"Wednesday, November 17, 2004",31 15 46 25 36 37
1312,"Saturday, November 13, 2004",33 34 26 5 6 13
